ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,F1961,F1962,F1963,F1964,F1965,F1966,F1967,F1968,F1969,F1970,F1971,F1972,F1973,F1974,F1975,F1976,F1977,F1978,F1979,F1980,F1981,F1982,F1983,F1984,F1985,F1986,F1987,F1988,F1989,F1990,F1991,F1992,F1993,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022,Population,% of world,Date
145,Nicaragua,NI,NIC,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.089,-0.329,-0.203,-0.107,0.041,0.185,-0.269,-0.235,0.291,-0.206,-0.293,0.163,0.434,-0.252,0.061,-0.072,0.269,0.205,0.177,0.511,0.255,0.659,0.786,0.04,0.107,0.171,0.422,0.505,0.158,0.35,0.497,0.487,0.317,0.707,0.898,0.077,0.808,1.087,0.169,0.142,0.502,0.79,0.738,0.576,0.841,0.707,0.844,0.567,0.821,0.868,0.695,0.683,1.201,0.802,1.018,1.315,1.025,0.9,1.161,1.526,1.026,0.842,6874748,0.08,2024-06-30
146,Niger,NE,NER,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.694,-0.135,0.434,-0.261,-0.007,-0.092,-0.364,0.08,0.766,0.051,-0.092,0.334,0.445,0.008,-0.409,0.288,-0.357,0.192,0.714,0.518,0.04,0.371,0.029,0.607,0.284,0.733,0.655,0.587,-0.384,0.48,0.862,-0.286,0.403,0.205,0.373,1.054,0.688,0.652,0.549,0.677,0.165,0.542,0.778,0.545,1.169,1.179,0.872,0.283,1.313,1.557,0.956,0.588,0.809,0.987,0.832,0.933,0.843,1.065,0.943,0.776,1.425,0.428,27522750,0.3,2025-07-01
147,Nigeria,NG,NGA,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.241,-0.247,0.271,-0.257,-0.037,-0.063,-0.317,-0.035,0.393,0.218,-0.053,0.074,0.791,0.135,-0.278,0.038,0.286,0.004,0.508,0.375,0.155,0.36,0.238,0.794,0.389,0.544,0.823,0.501,-0.412,0.582,0.621,-0.122,0.497,0.424,0.38,0.748,0.646,1.034,0.766,0.526,0.225,0.776,0.776,0.698,1.182,1.204,0.816,0.585,1.301,1.426,0.852,0.526,0.922,1.012,1.187,1.168,1.17,1.093,1.229,1.127,1.559,0.791,223800000,2.7,2023-07-01
151,Norway,NO,NOR,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",1.239,-0.776,-0.13,0.373,-0.264,-1.642,0.558,-0.937,-0.173,-0.695,-0.079,0.931,0.918,0.969,1.058,-0.041,-0.552,-0.101,-1.07,-0.313,-0.494,-0.054,0.633,0.532,-0.594,-0.43,-0.83,0.476,1.741,1.517,0.977,1.121,0.697,0.065,0.944,-0.06,0.761,0.383,1.257,1.427,0.613,1.386,1.089,1.3,1.759,1.504,1.702,1.619,1.393,-0.341,1.398,1.063,0.791,2.412,1.781,1.718,1.551,1.485,1.208,2.389,1.499,1.918,5618354,0.07,2025-09-30
152,Oman,OM,OMN,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.274,0.338,0.393,-0.478,-0.315,0.18,0.034,-0.614,0.247,0.855,0.08,-0.1,-0.172,-0.137,-0.225,0.221,0.575,0.138,0.138,-0.02,0.223,-0.418,-0.698,-0.706,-0.104,-0.042,0.07,0.201,-0.347,0.061,-0.304,-0.55,0.247,0.126,-0.018,-0.114,-0.227,0.745,0.578,0.554,0.661,0.891,0.838,0.778,0.814,0.838,0.652,0.537,0.728,1.104,0.84,0.754,0.473,0.485,1.213,0.933,1.421,1.121,0.89,0.496,1.329,1.055,5357728,0.07,2025-11-30
153,Pakistan,PK,PAK,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.272,-0.242,0.422,-0.379,-0.279,-0.142,-0.319,-0.47,0.247,0.556,0.198,-0.476,0.117,-0.176,-0.584,-0.271,0.352,-0.006,-0.005,0.485,0.31,-0.37,-0.399,-0.206,0.221,-0.288,0.161,0.72,-0.313,0.339,-0.306,-0.413,0.415,0.162,-0.116,-0.152,-0.386,0.436,0.823,0.668,0.762,1.021,0.527,1.006,0.211,1.023,0.65,0.362,1.034,1.29,0.833,0.263,0.778,0.358,0.529,1.233,1.252,1.359,0.566,0.394,1.121,1.389,241499431,2.9,2023-03-01
155,Panama,PA,PAN,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",,,,,-0.216,0.117,-0.215,-0.14,0.259,0.117,-0.334,0.072,0.164,-0.377,-0.401,-0.024,0.23,0.12,0.198,0.481,0.294,0.444,0.919,-0.004,-0.156,0.069,0.566,0.183,0.085,0.394,0.531,0.403,0.459,0.456,0.591,0.3,0.647,0.991,-0.088,0.144,0.551,0.883,0.926,0.729,0.741,0.744,0.654,0.435,0.953,0.978,0.585,0.88,0.999,1.014,1.232,1.171,0.94,1.283,1.43,1.481,1.199,0.728,4064780,0.05,2023-01-08
156,Papua New Guinea,PG,PNG,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.162,0.241,0.009,0.105,-0.493,-0.07,-0.22,-0.037,0.123,0.201,0.005,-0.344,0.153,0.022,0.016,-0.296,-0.086,0.212,0.117,0.207,0.293,-0.091,0.367,0.307,0.222,0.341,0.38,0.666,0.424,0.413,0.281,0.542,0.364,0.356,0.654,0.551,0.079,1.012,0.311,0.377,0.496,0.671,0.519,0.234,0.658,0.252,0.438,0.342,0.317,1.007,0.388,0.295,0.8,0.393,0.16,1.129,0.79,0.662,0.695,1.082,1.18,1.221,10185363,0.1,2024-06-16
157,Paraguay,PY,PRY,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.563,-0.663,0.903,-0.238,-0.079,-0.088,0.481,-0.041,0.384,0.261,-0.385,0.42,0.094,-0.265,-0.121,-0.435,0.7,0.658,0.096,0.187,0.387,0.356,-0.312,0.482,0.37,0.835,0.173,-0.073,-0.109,0.016,0.648,-0.39,0.208,0.865,0.542,0.095,0.869,0.176,0.004,0.101,0.609,1.074,0.721,0.394,0.511,0.915,0.252,0.259,0.897,0.326,0.601,0.825,0.327,1.119,1.493,0.25,1.15,0.539,1.276,1.369,0.696,0.649,6109644,0.07,2022-11-09
158,Peru,PE,PER,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.001,-0.116,0.085,-0.203,0.2,0.095,-0.25,-0.312,0.509,0.002,-0.454,0.19,0.128,-0.281,-0.28,-0.111,0.282,0.075,0.241,0.361,0.059,0.183,1.303,0.228,0.115,0.154,0.884,0.511,0.056,0.359,0.501,0.816,0.494,0.511,0.798,0.158,0.855,1.29,0.232,0.325,0.49,0.754,0.769,0.682,0.813,0.809,0.555,0.604,0.869,1.063,0.791,0.808,0.647,0.883,1.256,1.454,0.978,0.734,1.048,1.778,1.287,0.878,34350244,0.4,2025-07-01
159,Philippines,PH,PHL,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.143,-0.113,-0.357,-0.04,-0.29,0.165,-0.148,-0.115,0.132,0.203,-0.324,0.026,0.319,-0.05,0.083,-0.141,0.288,0.181,0.355,0.136,0.228,0.154,0.602,0.148,0.345,0.266,0.563,0.799,0.281,0.412,0.359,0.379,0.385,0.501,0.528,0.427,0.489,1.322,0.561,0.673,0.825,0.733,0.795,0.687,0.782,0.831,0.875,0.574,0.718,1.065,0.62,0.912,1.057,0.96,1.155,1.603,1.3,1.329,1.407,1.56,1.431,1.405,114123600,1.4,2025-07-01
162,Portugal,PT,PRT,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.815,0.524,-0.086,0.519,-0.23,0.28,-0.041,0.033,-0.342,0.071,-0.87,-0.906,-0.063,-0.439,-0.09,-0.357,-0.272,0.167,0.169,0.282,0.546,0.56,0.286,-0.12,0.528,0.094,0.752,0.637,1.117,1.401,0.44,0.434,-0.199,0.684,1.663,0.756,1.601,1.212,0.634,0.665,1.165,0.681,1.458,1.062,1.032,1.561,0.775,0.649,1.423,1.122,1.615,0.797,0.941,1.349,1.405,1.682,2.109,0.906,1.291,1.99,1.251,2.318,10749635,0.1,2024-12-31
164,Qatar,QA,QAT,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.542,0.518,0.449,-0.4,0.386,0.439,-0.252,-0.536,0.668,0.267,-0.152,-0.731,-0.255,-0.336,-0.281,-0.556,0.274,0.149,0.765,0.389,0.417,-0.13,-0.826,0.039,0.357,0.51,0.385,0.494,-0.069,0.406,-0.151,-0.519,0.031,0.666,0.064,0.496,0.066,1.174,1.735,0.944,0.97,1.436,1.179,1.228,0.842,1.652,0.989,1.162,1.114,2.001,1.444,1.376,1.212,1.541,1.971,1.515,1.893,2.004,1.84,1.734,2.165,1.855,3214609,0.04,2025-12-31
165,Romania,RO,ROU,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",1.075,0.169,-0.301,-0.791,-0.674,1.053,0.284,0.432,-0.589,-0.053,-0.021,0.382,-0.22,-0.097,0.806,-0.806,0.536,-0.828,0.156,-0.639,0.043,-0.058,0.837,-0.129,-1.193,0.431,-0.724,0.092,0.752,1.1,0.033,0.364,-0.428,1.72,0.409,-0.424,-0.422,0.785,0.62,1.338,1.537,1.22,0.145,0.556,0.298,0.514,2.126,1.335,1.617,1.167,0.497,1.828,1.37,1.552,1.799,1.876,1.153,2.266,2.241,2.256,1.447,1.949,19036031,0.2,2025-01-01
167,Rwanda,RW,RWA,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.019,-0.291,0.001,-0.113,-0.301,0.002,-0.261,-0.095,0.166,0.192,-0.251,0.122,0.559,0.073,,,,,,,,0.437,0.776,,,0.665,0.458,0.268,-0.022,0.279,-0.127,0.004,,,,,,0.545,,,0.258,0.664,0.909,0.704,,,1.25,,,,,,,,,,,,,,,,14104969,0.2,2025-07-01
170,Samoa,WS,WSM,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.067,-0.012,0.079,0.085,-0.306,0.073,-0.297,-0.224,0.216,0.22,-0.414,-0.084,0.196,-0.426,-0.239,-0.364,-0.007,-0.027,0.129,0.177,-0.023,0.172,0.246,0.048,0.046,0.166,0.099,0.399,-0.052,0.377,0.471,0.3,-0.169,0.262,0.665,0.703,,,0.163,0.537,0.815,1.063,0.633,0.105,0.735,0.325,0.942,0.578,,1.246,0.719,0.834,1.167,1.071,0.91,1.44,1.336,1.09,1.44,1.332,1.169,1.156,205557,0.002,2021-11-06
173,Saudi Arabia,SA,SAU,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.157,0.688,0.488,-0.47,0.16,0.65,-0.69,-0.391,0.529,0.363,-0.428,-0.559,-0.234,-0.241,-0.316,-0.405,0.139,-0.22,0.873,0.047,0.077,-0.397,-0.847,-0.309,-0.019,0.19,0.532,0.452,-0.112,0.095,0.376,-0.985,-0.186,0.655,0.193,0.58,0.01,1.035,1.489,0.787,0.884,1.092,0.981,0.975,0.542,1.202,0.706,0.906,1.028,2.18,0.893,1.241,1.204,1.249,1.867,1.533,1.78,1.887,1.69,1.488,2.203,1.745,35300280,0.4,2024-07-01
174,Senegal,SN,SEN,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.185,-0.023,0.082,-0.212,-0.449,-0.079,-0.433,-0.52,0.763,0.557,-0.036,0.38,0.713,-0.432,-0.235,-0.063,0.552,0.506,0.809,0.943,0.767,0.339,1.25,0.661,0.526,0.483,1.022,0.874,0.575,1.193,0.8,0.875,1.097,0.634,0.938,1.219,1.37,1.574,0.581,0.918,1.168,1.425,1.15,1.157,1.366,1.37,1.202,1.294,0.703,1.432,1.187,0.834,1.18,1.105,1.212,1.542,1.744,0.964,1.396,1.665,1.782,1.405,18593258,0.2,2024-07-01
176,Seychelles,SC,SYC,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.317,0.088,-0.077,-0.164,-0.531,0.07,0.032,-0.148,0.209,0.32,-0.435,-0.372,0.181,-0.471,-0.274,-0.205,0.236,0.355,0.226,0.258,0.17,0.433,0.503,-0.294,-0.114,0.25,0.505,0.418,-0.112,0.239,0.439,0.179,0.23,0.507,0.432,0.114,0.598,0.968,0.295,0.406,0.734,0.518,0.719,0.304,0.513,0.537,0.813,0.5,0.82,1.019,0.927,0.922,0.749,0.863,1.169,1.1,1.184,0.917,1.377,1.434,1.032,0.872,122729,0.001,2025-06-30
177,Sierra Leone,SL,SLE,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.101,-0.084,0.176,-0.156,-0.281,-0.001,-0.124,-0.058,0.278,0.353,-0.134,0.162,0.481,-0.018,-0.107,-0.195,0.196,0.257,0.572,0.431,0.28,0.352,0.571,0.377,0.254,-0.12,0.722,0.626,0.157,0.5,0.618,0.241,0.556,0.465,0.477,0.599,0.756,1.037,0.59,,0.848,1.005,0.814,1.034,1.194,1.109,0.795,1.243,0.9,1.405,1.134,0.533,1.058,1.037,1.16,1.086,1.728,1.234,1.561,1.526,1.565,1.328,9077691,0.1,2025-07-01
178,Singapore,SG,SGP,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",,,,-0.075,-0.466,-0.007,-0.091,-0.37,0.344,0.124,-0.181,,0.086,-0.084,0.004,0.274,,0.206,0.174,0.285,0.516,0.195,,,,-0.015,0.416,0.323,,,,,0.289,0.669,0.544,0.328,0.964,,0.353,,,0.776,,,,,,,,1.059,0.74,0.826,1.15,1.331,1.537,2.038,1.587,1.37,1.878,1.585,1.3,1.311,6110200,0.07,2025-06-30
181,Solomon Islands,SB,SLB,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.097,0.093,-0.075,0.13,-0.478,-0.139,-0.138,-0.142,0.244,0.149,-0.121,-0.327,0.206,0.113,0.061,-0.055,,0.346,0.27,0.208,0.475,-0.054,0.331,0.272,0.22,0.009,-0.016,0.645,0.158,,0.26,0.492,0.057,0.043,0.643,0.402,0.293,0.654,0.249,0.563,,,0.592,0.752,0.792,0.549,0.962,,0.319,0.69,0.797,0.887,0.789,0.766,0.674,,,,,1.185,0.955,1.038,750325,0.009,2024-07-01
182,Somalia,SO,SOM,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.333,-0.028,-0.211,0.027,-0.388,0.173,-0.09,-0.591,0.018,0.079,-0.245,0.298,0.571,-0.027,0.128,0.264,0.493,0.249,0.07,0.651,0.121,0.336,0.454,-0.001,0.007,0.097,0.869,0.719,-0.101,0.108,0.228,0.531,0.162,0.499,0.461,0.619,0.423,0.617,0.388,0.421,0.83,0.82,1.047,0.465,1.07,0.845,0.958,0.677,1.29,1.091,1.057,0.976,1.089,1.121,1.467,1.267,1.623,0.709,1.528,1.724,1.532,1.449,19655000,0.2,2025-07-01
183,South Africa,ZA,ZAF,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.251,0.215,0.185,-0.072,-0.025,0.246,-0.073,-0.376,0.287,0.365,-0.153,0.106,0.35,-0.245,-0.132,-0.504,0.171,0.059,0.317,0.237,-0.328,0.212,0.707,0.535,0.663,0.463,0.743,0.338,-0.034,0.324,0.367,0.807,0.836,0.208,0.633,-0.15,0.219,0.825,1.096,0.271,0.516,0.453,0.791,0.874,1.031,0.361,0.721,0.575,0.662,1.083,0.446,0.508,0.655,0.838,1.3,1.562,1.103,1.016,1.811,0.89,0.809,1.094,63100945,0.8,2025-06-30
185,Spain,ES,ESP,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.728,0.411,-0.233,0.486,-0.2,0.392,0.146,0.093,-0.285,0.131,-0.741,-0.825,-0.164,-0.434,-0.091,-0.367,-0.16,0.101,0.276,0.186,0.344,0.709,0.55,-0.163,0.484,0.259,0.724,0.796,1.039,1.446,0.209,0.305,-0.059,1.044,1.444,0.722,1.535,1.189,0.814,0.81,1.406,0.812,1.598,1.004,0.902,1.526,0.835,0.864,1.36,0.908,1.613,1.043,0.906,1.603,1.533,1.714,2.036,1.149,1.534,2.083,1.431,2.489,49442844,0.6,2025-10-01
186,Sri Lanka,LK,LKA,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.105,-0.092,-0.029,0.07,-0.145,0.213,-0.082,-0.066,0.229,0.125,-0.334,-0.103,0.413,-0.245,-0.183,-0.117,0.038,0.091,0.327,0.419,0.151,0.137,0.637,-0.02,0.077,0.158,0.685,0.704,0.219,0.569,0.516,0.214,0.217,0.305,0.575,0.402,0.559,1.187,0.355,0.462,0.698,0.852,0.759,0.673,0.722,0.496,0.496,0.421,0.783,1.105,0.739,0.977,0.862,0.997,1.006,1.369,1.095,0.823,1.275,1.315,1.034,1.004,21781800,0.3,2024-12-19
190,Sudan,SD,SDN,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.881,1.032,1.147,0.952,1.502,1.172,1.21,1.227,0.881,0.458,1.241,0.773,51662000,0.6,2025-07-01
191,Suriname,SR,SUR,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.067,-0.046,-0.055,0.047,0.001,0.242,-0.092,-0.277,0.507,0.22,-0.429,-0.077,0.12,-0.348,-0.364,-0.05,0.128,0.073,0.299,0.28,0.219,0.228,0.453,-0.252,0.001,0.126,0.734,0.561,0.069,0.31,0.337,0.579,0.286,0.305,0.827,0.922,0.775,1.357,0.614,0.657,0.781,1.01,1.069,1.097,1.426,1.003,0.98,1.076,1.414,1.509,1.074,0.986,1.118,1.136,1.309,1.79,1.439,1.25,1.53,1.682,1.277,1.296,616500,0.007,2021-07-01
